,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
176,177,2011-06-26,fall,2011,6,Not Holiday,0,Weekend/Holiday,Clear Cloudy,27.880000000000003,31.88145,51.3333,6.3337311,1920.0,3385,5305.0
177,178,2011-06-27,fall,2011,6,Not Holiday,1,Workingday,Mist Cloudy,27.982499999999998,31.8502,65.8333,7.2083960000000005,854.0,3854,4708.0
178,179,2011-06-28,fall,2011,6,Not Holiday,2,Workingday,Clear Cloudy,30.510847000000002,34.6279,63.416700000000006,9.666960999999999,732.0,3916,4648.0
179,180,2011-06-29,fall,2011,6,Not Holiday,3,Workingday,Clear Cloudy,29.861653,32.7344,49.7917,17.542007,848.0,4377,5225.0
180,181,2011-06-30,fall,2011,6,Not Holiday,4,Workingday,Clear Cloudy,28.563347,31.8504,43.416700000000006,12.415904000000001,1027.0,4488,5515.0
181,182,2011-07-01,fall,2011,7,Not Holiday,5,Workingday,Clear Cloudy,29.622500000000002,32.6081,39.625,6.874736,1246.0,4116,5362.0
182,183,2011-07-02,fall,2011,7,Not Holiday,6,Weekend/Holiday,Clear Cloudy,30.271653,33.3654,44.4583,7.709154,2204.0,2915,5119.0
183,184,2011-07-03,fall,2011,7,Not Holiday,0,Weekend/Holiday,Mist Cloudy,29.383347,33.42875,68.25,15.333486,2266.75,2367,4633.75
184,185,2011-07-04,fall,2011,7,Not Holiday,1,Weekend/Holiday,Mist Cloudy,29.793346999999997,33.27085,63.7917,5.4591064000000005,2266.75,2978,5244.75
185,186,2011-07-05,fall,2011,7,Not Holiday,2,Workingday,Clear Cloudy,30.613346999999997,34.816900000000004,59.0417,8.459286,1031.0,3634,4665.0
186,187,2011-07-06,fall,2011,7,Not Holiday,3,Workingday,Clear Cloudy,29.52,34.28165,74.33330000000001,10.042161,784.0,3845,4629.0
187,188,2011-07-07,fall,2011,7,Not Holiday,4,Workingday,Clear Cloudy,30.75,34.34355,65.125,10.666400000000001,754.0,3838,4592.0
188,189,2011-07-08,fall,2011,7,Not Holiday,5,Workingday,Mist Cloudy,29.075847,33.524150000000006,75.79169999999999,15.083643,692.0,3348,4040.0
189,190,2011-07-09,fall,2011,7,Not Holiday,6,Weekend/Holiday,Clear Cloudy,30.066653000000002,33.2079,60.9167,11.250104,1988.0,3348,5336.0
190,191,2011-07-10,fall,2011,7,Not Holiday,0,Weekend/Holiday,Clear Cloudy,30.6475,34.50125,57.8333,12.292557,1743.0,3138,4881.0
191,192,2011-07-11,fall,2011,7,Not Holiday,1,Workingday,Clear Cloudy,31.2625,36.4902,63.5833,18.916579,723.0,3363,4086.0
192,193,2011-07-12,fall,2011,7,Not Holiday,2,Workingday,Clear Cloudy,32.560846999999995,36.96375,55.9167,13.417017999999999,662.0,3596,4258.0
193,194,2011-07-13,fall,2011,7,Not Holiday,3,Workingday,Clear Cloudy,30.613346999999997,34.4702,63.1667,9.790911000000001,748.0,3594,4342.0
194,195,2011-07-14,fall,2011,7,Not Holiday,4,Workingday,Clear Cloudy,27.914153000000002,31.7552,47.625,16.124689,888.0,4196,5084.0
195,196,2011-07-15,fall,2011,7,Not Holiday,5,Workingday,Clear Cloudy,27.196652999999998,31.21855,59.12500000000001,12.249811,1318.0,4220,5538.0
196,197,2011-07-16,fall,2011,7,Not Holiday,6,Weekend/Holiday,Clear Cloudy,28.153347,31.91315,58.5,13.958914,2266.75,3505,5771.75
197,198,2011-07-17,fall,2011,7,Not Holiday,0,Weekend/Holiday,Clear Cloudy,29.485847,33.49165,60.4167,16.417211,2006.0,3296,5302.0
198,199,2011-07-18,fall,2011,7,Not Holiday,1,Workingday,Clear Cloudy,30.613346999999997,35.19625,65.125,14.458867999999999,841.0,3617,4458.0
199,200,2011-07-19,fall,2011,7,Not Holiday,2,Workingday,Clear Cloudy,31.843347,37.37395,65.0417,8.7502,752.0,3789,4541.0
200,201,2011-07-20,fall,2011,7,Not Holiday,3,Workingday,Clear Cloudy,31.501653,37.3425,70.70830000000001,7.625739,644.0,3688,4332.0
201,202,2011-07-21,fall,2011,7,Not Holiday,4,Workingday,Mist Cloudy,33.415,41.31855,69.125,14.875407,632.0,3152,3784.0
202,203,2011-07-22,fall,2011,7,Not Holiday,5,Workingday,Clear Cloudy,34.781653,42.0448,58.0417,8.9177,562.0,2825,3387.0
203,204,2011-07-23,fall,2011,7,Not Holiday,6,Weekend/Holiday,Clear Cloudy,34.815847,40.214349999999996,50.0,8.791807,987.0,2298,3285.0
204,205,2011-07-24,fall,2011,7,Not Holiday,0,Weekend/Holiday,Clear Cloudy,34.03,39.74145,55.0833,11.334456999999999,1050.0,2556,3606.0
205,206,2011-07-25,fall,2011,7,Not Holiday,1,Workingday,Clear Cloudy,30.476653000000002,36.0479,75.7083,6.0841560999999995,568.0,3272,3840.0
206,207,2011-07-26,fall,2011,7,Not Holiday,2,Workingday,Clear Cloudy,31.638347,34.84895,54.0833,13.417285999999999,750.0,3840,4590.0
207,208,2011-07-27,fall,2011,7,Not Holiday,3,Workingday,Clear Cloudy,31.775000000000002,34.53335,40.291700000000006,12.292020999999998,755.0,3901,4656.0
208,209,2011-07-28,fall,2011,7,Not Holiday,4,Workingday,Clear Cloudy,31.945847,36.995,58.3333,11.958093,606.0,3784,4390.0
209,210,2011-07-29,fall,2011,7,Not Holiday,5,Workingday,Clear Cloudy,34.371653,39.29835,54.25,11.667245999999999,670.0,3176,3846.0
210,211,2011-07-30,fall,2011,7,Not Holiday,6,Weekend/Holiday,Clear Cloudy,32.970847,36.42685,46.5833,11.291979,1559.0,2916,4475.0
211,212,2011-07-31,fall,2011,7,Not Holiday,0,Weekend/Holiday,Clear Cloudy,33.039153,36.4898,48.0833,11.042470999999999,1524.0,2778,4302.0
212,213,2011-08-01,fall,2011,8,Not Holiday,1,Workingday,Clear Cloudy,31.638347,35.1646,55.0833,10.500039,729.0,3537,4266.0
213,214,2011-08-02,fall,2011,8,Not Holiday,2,Workingday,Clear Cloudy,32.116653,35.35355,49.125,13.79195,801.0,4044,4845.0
214,215,2011-08-03,fall,2011,8,Not Holiday,3,Workingday,Mist Cloudy,29.998347,33.99685,65.75,9.084061,467.0,3107,3574.0
215,216,2011-08-04,fall,2011,8,Not Holiday,4,Workingday,Mist Cloudy,29.11,33.2394,75.75,13.20905,799.0,3777,4576.0
216,217,2011-08-05,fall,2011,8,Not Holiday,5,Workingday,Clear Cloudy,29.144153000000003,32.82835,63.083299999999994,12.374632,1023.0,3843,4866.0
217,218,2011-08-06,fall,2011,8,Not Holiday,6,Weekend/Holiday,Mist Cloudy,29.383347,33.807700000000004,75.5,15.29275,1521.0,2773,4294.0
218,219,2011-08-07,fall,2011,8,Not Holiday,0,Weekend/Holiday,Clear Cloudy,30.442500000000003,35.7646,75.29169999999999,13.499629,1298.0,2487,3785.0
219,220,2011-08-08,fall,2011,8,Not Holiday,1,Workingday,Clear Cloudy,31.365000000000002,35.16415,59.2083,12.875725000000001,846.0,3480,4326.0
220,221,2011-08-09,fall,2011,8,Not Holiday,2,Workingday,Clear Cloudy,31.775000000000002,36.20605,57.04169999999999,10.125107,907.0,3695,4602.0
221,222,2011-08-10,fall,2011,8,Not Holiday,3,Workingday,Clear Cloudy,31.433346999999998,34.24915,42.4167,13.417285999999999,884.0,3896,4780.0
222,223,2011-08-11,fall,2011,8,Not Holiday,4,Workingday,Clear Cloudy,29.4175,32.57605,42.375,11.041332,812.0,3980,4792.0
223,224,2011-08-12,fall,2011,8,Not Holiday,5,Workingday,Clear Cloudy,29.041653,32.7021,41.5,8.416607,1051.0,3854,4905.0
224,225,2011-08-13,fall,2011,8,Not Holiday,6,Weekend/Holiday,Mist Cloudy,28.119153,32.2929,72.9583,14.167418,1504.0,2646,4150.0
225,226,2011-08-14,fall,2011,8,Not Holiday,0,Weekend/Holiday,Mist Cloudy,27.743347,31.219400000000004,81.75,14.916411,1338.0,2482,3820.0
226,227,2011-08-15,fall,2011,8,Not Holiday,1,Workingday,Clear Cloudy,27.299153,30.80835,71.20830000000001,13.999918,775.0,3563,4338.0
227,228,2011-08-16,fall,2011,8,Not Holiday,2,Workingday,Clear Cloudy,28.734153000000003,32.29185,57.8333,15.834043000000001,721.0,4004,4725.0
228,229,2011-08-17,fall,2011,8,Not Holiday,3,Workingday,Clear Cloudy,29.656653,33.33355,57.5417,9.625689,668.0,4026,4694.0
229,230,2011-08-18,fall,2011,8,Not Holiday,4,Workingday,Clear Cloudy,29.178347000000002,33.1129,65.45830000000001,15.624936,639.0,3166,3805.0
230,231,2011-08-19,fall,2011,8,Not Holiday,5,Workingday,Mist Cloudy,28.085,31.661050000000003,72.2917,9.333635999999998,797.0,3356,4153.0
231,232,2011-08-20,fall,2011,8,Not Holiday,6,Weekend/Holiday,Clear Cloudy,28.5975,32.4498,67.41669999999999,6.999289,1914.0,3277,5191.0
232,233,2011-08-21,fall,2011,8,Not Holiday,0,Weekend/Holiday,Clear Cloudy,29.144153000000003,33.776250000000005,77.0,16.666518,1249.0,2624,3873.0
233,234,2011-08-22,fall,2011,8,Not Holiday,1,Workingday,Clear Cloudy,28.358347000000002,31.9127,47.0,18.54225,833.0,3925,4758.0
234,235,2011-08-23,fall,2011,8,Not Holiday,2,Workingday,Clear Cloudy,26.274153,30.303350000000002,45.5417,9.833121,1281.0,4614,5895.0
235,236,2011-08-24,fall,2011,8,Not Holiday,3,Workingday,Clear Cloudy,27.606652999999998,31.5346,60.5,16.958236,949.0,4181,5130.0
236,237,2011-08-25,fall,2011,8,Not Holiday,4,Workingday,Mist Cloudy,28.050846999999997,32.2927,77.1667,14.125810999999999,435.0,3107,3542.0
237,238,2011-08-26,fall,2011,8,Not Holiday,5,Workingday,Clear Cloudy,28.7,32.98665,76.125,5.625487499999999,768.0,3893,4661.0
238,239,2011-08-27,fall,2011,8,Not Holiday,6,Weekend/Holiday,Mist Cloudy,27.880000000000003,31.7778,85.0,25.166338999999997,226.0,889,1115.0
239,240,2011-08-28,fall,2011,8,Not Holiday,0,Weekend/Holiday,Clear Cloudy,28.989418999999998,32.397949999999994,56.1765,20.412153,1415.0,2919,4334.0
240,241,2011-08-29,fall,2011,8,Not Holiday,1,Workingday,Clear Cloudy,26.103347,30.3979,55.45830000000001,10.708275,729.0,3905,4634.0
241,242,2011-08-30,fall,2011,8,Not Holiday,2,Workingday,Clear Cloudy,26.205847000000002,29.7352,54.833299999999994,8.375536,775.0,4429,5204.0
242,243,2011-08-31,fall,2011,8,Not Holiday,3,Workingday,Clear Cloudy,26.923347,30.556050000000003,59.791700000000006,5.5833311,688.0,4370,5058.0
243,244,2011-09-01,fall,2011,9,Not Holiday,4,Workingday,Clear Cloudy,26.855,30.746050000000004,63.916700000000006,9.500332,783.0,4332,5115.0
244,245,2011-09-02,fall,2011,9,Not Holiday,5,Workingday,Mist Cloudy,26.376653,30.2404,72.70830000000001,9.375243,875.0,3852,4727.0
245,246,2011-09-03,fall,2011,9,Not Holiday,6,Weekend/Holiday,Clear Cloudy,27.435847,31.66065,71.6667,12.416775,1935.0,2549,4484.0
246,247,2011-09-04,fall,2011,9,Not Holiday,0,Weekend/Holiday,Clear Cloudy,29.075847,33.27145,74.20830000000001,13.833289,2266.75,2419,4685.75
247,248,2011-09-05,fall,2011,9,Not Holiday,1,Weekend/Holiday,Mist Cloudy,27.606652999999998,31.282300000000003,79.0417,14.250632,1236.0,2115,3351.0
248,249,2011-09-06,fall,2011,9,Not Holiday,2,Workingday,Light Rain/Snow,22.14,25.759999999999998,88.6957,23.044181,204.0,2506,2710.0
249,250,2011-09-07,fall,2011,9,Not Holiday,3,Workingday,Light Rain/Snow,24.565847,27.21145,91.7083,6.500393600000001,118.0,1878,1996.0
250,251,2011-09-08,fall,2011,9,Not Holiday,4,Workingday,Light Rain/Snow,25.990433,27.76805,93.9565,12.914116,153.0,1689,1842.0
251,252,2011-09-09,fall,2011,9,Not Holiday,5,Workingday,Mist Cloudy,26.650000000000002,28.9473,89.79169999999999,8.333393000000001,417.0,3127,3544.0
252,253,2011-09-10,fall,2011,9,Not Holiday,6,Weekend/Holiday,Clear Cloudy,27.060000000000002,30.3981,75.375,10.291736,1750.0,3595,5345.0
253,254,2011-09-11,fall,2011,9,Not Holiday,0,Weekend/Holiday,Clear Cloudy,26.786653,30.46145,71.375,7.708618,1633.0,3413,5046.0
254,255,2011-09-12,fall,2011,9,Not Holiday,1,Workingday,Clear Cloudy,26.418268,30.106500000000004,69.2174,5.957171000000001,690.0,4023,4713.0
255,256,2011-09-13,fall,2011,9,Not Holiday,2,Workingday,Clear Cloudy,26.684153,30.1777,71.25,9.500868,701.0,4062,4763.0
256,257,2011-09-14,fall,2011,9,Not Holiday,3,Workingday,Clear Cloudy,27.606652999999998,31.345,69.7083,11.2091,647.0,4138,4785.0
257,258,2011-09-15,fall,2011,9,Not Holiday,4,Workingday,Mist Cloudy,23.677500000000002,27.68355,70.9167,18.166782,428.0,3231,3659.0
258,259,2011-09-16,fall,2011,9,Not Holiday,5,Workingday,Mist Cloudy,19.235847,23.07375,59.0417,11.000261,742.0,4018,4760.0
259,260,2011-09-17,fall,2011,9,Not Holiday,6,Weekend/Holiday,Mist Cloudy,20.158347,23.9256,71.8333,12.708225,1434.0,3077,4511.0
260,261,2011-09-18,fall,2011,9,Not Holiday,0,Weekend/Holiday,Clear Cloudy,20.807499999999997,24.52685,69.5,11.958361,1353.0,2921,4274.0
261,262,2011-09-19,fall,2011,9,Not Holiday,1,Workingday,Mist Cloudy,22.515846999999997,26.48375,69.0,10.166713999999999,691.0,3848,4539.0
262,263,2011-09-20,fall,2011,9,Not Holiday,2,Workingday,Mist Cloudy,23.028347,26.610850000000003,88.125,9.041917999999999,438.0,3203,3641.0
263,264,2011-09-21,fall,2011,9,Not Holiday,3,Workingday,Mist Cloudy,24.395,27.526650000000004,90.0,6.4590814,539.0,3813,4352.0
264,265,2011-09-22,fall,2011,9,Not Holiday,4,Workingday,Mist Cloudy,25.761653000000003,27.74815,90.2083,8.584375,555.0,4240,4795.0
265,266,2011-09-23,winter,2011,9,Not Holiday,5,Workingday,Mist Cloudy,24.975847,26.106249999999996,97.25,5.2505689,258.0,2137,2395.0
266,267,2011-09-24,winter,2011,9,Not Holiday,6,Weekend/Holiday,Mist Cloudy,24.873347,28.2206,86.25,5.2516811,1776.0,3647,5423.0
267,268,2011-09-25,winter,2011,9,Not Holiday,0,Weekend/Holiday,Mist Cloudy,26.000847,28.631849999999996,84.5,3.3754064,1544.0,3466,5010.0
268,269,2011-09-26,winter,2011,9,Not Holiday,1,Workingday,Mist Cloudy,26.615847000000002,29.452099999999998,84.8333,7.4169,684.0,3946,4630.0
269,270,2011-09-27,winter,2011,9,Not Holiday,2,Workingday,Mist Cloudy,26.103347,28.726249999999997,88.5417,7.917457,477.0,3643,4120.0
270,271,2011-09-28,winter,2011,9,Not Holiday,3,Workingday,Mist Cloudy,26.035,28.757899999999996,84.875,9.958143000000002,480.0,3427,3907.0
271,272,2011-09-29,winter,2011,9,Not Holiday,4,Workingday,Clear Cloudy,25.283347,28.7256,69.91669999999999,11.583161,653.0,4186,4839.0
272,273,2011-09-30,winter,2011,9,Not Holiday,5,Workingday,Clear Cloudy,23.130847,27.24145,64.75,13.833825,830.0,4372,5202.0
273,274,2011-10-01,winter,2011,10,Not Holiday,6,Weekend/Holiday,Mist Cloudy,16.81,20.64315,75.375,19.583832,480.0,1949,2429.0
274,275,2011-10-02,winter,2011,10,Not Holiday,0,Weekend/Holiday,Mist Cloudy,14.623347,17.26585,79.1667,14.874870999999999,616.0,2302,2918.0
275,276,2011-10-03,winter,2011,10,Not Holiday,1,Workingday,Mist Cloudy,15.750846999999998,19.6023,76.0833,5.5841686,330.0,3240,3570.0
276,277,2011-10-04,winter,2011,10,Not Holiday,2,Workingday,Clear Cloudy,19.850847,23.6429,71.0,13.792218,486.0,3970,4456.0
277,278,2011-10-05,winter,2011,10,Not Holiday,3,Workingday,Clear Cloudy,22.071652999999998,26.3569,64.79169999999999,11.87575,559.0,4267,4826.0
278,279,2011-10-06,winter,2011,10,Not Holiday,4,Workingday,Clear Cloudy,20.260847000000002,24.02125,62.083299999999994,9.041917999999999,639.0,4126,4765.0
279,280,2011-10-07,winter,2011,10,Not Holiday,5,Workingday,Clear Cloudy,20.944153,25.2202,68.41669999999999,1.5002439,949.0,4036,4985.0
280,281,2011-10-08,winter,2011,10,Not Holiday,6,Weekend/Holiday,Clear Cloudy,21.388347,25.6621,70.125,3.0420814,2235.0,3174,5409.0
281,282,2011-10-09,winter,2011,10,Not Holiday,0,Weekend/Holiday,Clear Cloudy,22.174153,26.19915,72.75,4.251150000000001,2266.75,3114,5380.75
282,283,2011-10-10,winter,2011,10,Not Holiday,1,Weekend/Holiday,Clear Cloudy,23.404153,27.14625,73.375,2.8343814,1514.0,3603,5117.0
283,284,2011-10-11,winter,2011,10,Not Holiday,2,Workingday,Mist Cloudy,23.233347000000002,27.3048,80.875,9.583814,667.0,3896,4563.0
284,285,2011-10-12,winter,2011,10,Not Holiday,3,Workingday,Light Rain/Snow,22.276653,25.885849999999998,90.625,16.62605,217.0,2199,2416.0
285,286,2011-10-13,winter,2011,10,Not Holiday,4,Workingday,Mist Cloudy,24.155847,27.5902,89.6667,9.499729,290.0,2623,2913.0
286,287,2011-10-14,winter,2011,10,Not Holiday,5,Workingday,Mist Cloudy,22.584153,26.48375,71.625,15.000161,529.0,3115,3644.0
287,288,2011-10-15,winter,2011,10,Not Holiday,6,Weekend/Holiday,Clear Cloudy,20.773346999999998,24.936249999999998,48.3333,17.291561,1899.0,3318,5217.0
288,289,2011-10-16,winter,2011,10,Not Holiday,0,Weekend/Holiday,Clear Cloudy,20.978347,25.1577,48.6667,18.875039,1748.0,3293,5041.0
289,290,2011-10-17,winter,2011,10,Not Holiday,1,Workingday,Clear Cloudy,21.900847,25.53625,57.958299999999994,11.750393,713.0,3857,4570.0
290,291,2011-10-18,winter,2011,10,Not Holiday,2,Workingday,Mist Cloudy,21.8325,26.13605,70.1667,7.375829,637.0,4111,4748.0
291,292,2011-10-19,winter,2011,10,Not Holiday,3,Workingday,Light Rain/Snow,22.211299,25.6924,89.52170000000001,16.303713,254.0,2170,2424.0
292,293,2011-10-20,winter,2011,10,Not Holiday,4,Workingday,Clear Cloudy,19.509153,23.32625,63.625,25.50095375,471.0,3724,4195.0
293,294,2011-10-21,winter,2011,10,Not Holiday,5,Workingday,Clear Cloudy,17.5275,21.1798,57.4167,14.833532,676.0,3628,4304.0
294,295,2011-10-22,winter,2011,10,Not Holiday,6,Weekend/Holiday,Clear Cloudy,17.322499999999998,21.2746,62.916700000000006,6.2086689,1499.0,2809,4308.0
295,296,2011-10-23,winter,2011,10,Not Holiday,0,Weekend/Holiday,Clear Cloudy,17.288347,21.11665,74.125,6.6673375,1619.0,2762,4381.0
296,297,2011-10-24,winter,2011,10,Not Holiday,1,Workingday,Clear Cloudy,18.996653,22.85335,77.2083,7.959064,699.0,3488,4187.0
297,298,2011-10-25,winter,2011,10,Not Holiday,2,Workingday,Clear Cloudy,19.338347,23.16875,62.291700000000006,11.166086,695.0,3992,4687.0
298,299,2011-10-26,winter,2011,10,Not Holiday,3,Workingday,Mist Cloudy,19.850847,23.6423,72.04169999999999,9.959014,404.0,3490,3894.0
299,300,2011-10-27,winter,2011,10,Not Holiday,4,Workingday,Mist Cloudy,19.27,22.8523,81.2917,13.250121,240.0,2419,2659.0
300,301,2011-10-28,winter,2011,10,Not Holiday,5,Workingday,Mist Cloudy,13.564153,15.9406,58.58330000000001,15.375093,456.0,3291,3747.0
301,302,2011-10-29,winter,2011,10,Not Holiday,6,Weekend/Holiday,Light Rain/Snow,10.420846999999998,11.39565,88.25,23.541857,57.0,570,627.0
302,303,2011-10-30,winter,2011,10,Not Holiday,0,Weekend/Holiday,Clear Cloudy,13.085847,16.06645,62.375,11.833339,885.0,2446,3331.0
303,304,2011-10-31,winter,2011,10,Not Holiday,1,Workingday,Clear Cloudy,13.940000000000001,17.803150000000002,70.3333,7.12545,362.0,3307,3669.0
304,305,2011-11-01,winter,2011,11,Not Holiday,2,Workingday,Clear Cloudy,16.434153,19.8544,68.375,9.083257,410.0,3658,4068.0
305,306,2011-11-02,winter,2011,11,Not Holiday,3,Workingday,Clear Cloudy,15.477500000000001,19.50665,71.875,5.5001439,370.0,3816,4186.0
306,307,2011-11-03,winter,2011,11,Not Holiday,4,Workingday,Clear Cloudy,16.741653,20.296049999999997,70.20830000000001,9.166739,318.0,3656,3974.0
307,308,2011-11-04,winter,2011,11,Not Holiday,5,Workingday,Mist Cloudy,16.536653,20.1696,62.25000000000001,18.209193,470.0,3576,4046.0
308,309,2011-11-05,winter,2011,11,Not Holiday,6,Weekend/Holiday,Clear Cloudy,13.393346999999999,16.1927,51.916700000000006,12.667154,1156.0,2770,3926.0
309,310,2011-11-06,winter,2011,11,Not Holiday,0,Weekend/Holiday,Clear Cloudy,14.281653,18.117900000000002,73.4583,6.1676314,952.0,2697,3649.0
310,311,2011-11-07,winter,2011,11,Not Holiday,1,Workingday,Clear Cloudy,16.195,20.04355,75.875,3.834075,373.0,3662,4035.0
311,312,2011-11-08,winter,2011,11,Not Holiday,2,Workingday,Clear Cloudy,16.741653,20.6123,72.16669999999999,4.6255125,376.0,3829,4205.0
312,313,2011-11-09,winter,2011,11,Not Holiday,3,Workingday,Clear Cloudy,16.400000000000002,20.453950000000003,75.83330000000001,4.1671186,305.0,3804,4109.0
313,314,2011-11-10,winter,2011,11,Not Holiday,4,Workingday,Mist Cloudy,15.58,18.68605,81.3333,12.667489000000002,190.0,2743,2933.0
314,315,2011-11-11,winter,2011,11,Not Holiday,5,Weekend/Holiday,Clear Cloudy,13.290847,15.34085,44.625,21.083225,440.0,2928,3368.0
315,316,2011-11-12,winter,2011,11,Not Holiday,6,Weekend/Holiday,Clear Cloudy,14.623347,17.8971,55.2917,14.208154,1275.0,2792,4067.0
316,317,2011-11-13,winter,2011,11,Not Holiday,0,Weekend/Holiday,Clear Cloudy,18.074153,21.5275,45.8333,18.875307,1004.0,2713,3717.0
317,318,2011-11-14,winter,2011,11,Not Holiday,1,Workingday,Clear Cloudy,21.73,26.2306,58.7083,20.541932,595.0,3891,4486.0
318,319,2011-11-15,winter,2011,11,Not Holiday,2,Workingday,Mist Cloudy,21.73,25.37895,68.875,13.375411,449.0,3746,4195.0
319,320,2011-11-16,winter,2011,11,Not Holiday,3,Workingday,Light Rain/Snow,18.723347,22.5994,93.0,9.167543,145.0,1672,1817.0
320,321,2011-11-17,winter,2011,11,Not Holiday,4,Workingday,Mist Cloudy,14.008347,16.16105,57.5833,20.459254,139.0,2914,3053.0
321,322,2011-11-18,winter,2011,11,Not Holiday,5,Workingday,Clear Cloudy,11.240847,13.63605,41.0,11.291711,245.0,3147,3392.0
322,323,2011-11-19,winter,2011,11,Not Holiday,6,Weekend/Holiday,Clear Cloudy,13.495847,16.22415,50.208299999999994,15.041232,943.0,2720,3663.0
323,324,2011-11-20,winter,2011,11,Not Holiday,0,Weekend/Holiday,Mist Cloudy,18.996653,22.8529,68.45830000000001,12.45865,787.0,2733,3520.0
324,325,2011-11-21,winter,2011,11,Not Holiday,1,Workingday,Light Rain/Snow,18.3475,22.2531,91.0,9.249618,220.0,2545,2765.0
325,326,2011-11-22,winter,2011,11,Not Holiday,2,Workingday,Light Rain/Snow,17.083347,21.0848,96.25,7.959064,69.0,1538,1607.0
326,327,2011-11-23,winter,2011,11,Not Holiday,3,Workingday,Mist Cloudy,18.074153,21.52685,75.79169999999999,22.500275,112.0,2454,2566.0
327,328,2011-11-24,winter,2011,11,Not Holiday,4,Weekend/Holiday,Clear Cloudy,15.306653,18.62355,54.9167,11.209368000000001,560.0,935,1495.0
328,329,2011-11-25,winter,2011,11,Not Holiday,5,Workingday,Clear Cloudy,15.375,19.033549999999998,64.375,6.6260186,1095.0,1697,2792.0
329,330,2011-11-26,winter,2011,11,Not Holiday,6,Weekend/Holiday,Clear Cloudy,15.409152999999998,19.254350000000002,68.1667,4.5841936,1249.0,1819,3068.0
330,331,2011-11-27,winter,2011,11,Not Holiday,0,Weekend/Holiday,Clear Cloudy,18.825847,22.79,69.8333,13.999918,810.0,2261,3071.0
331,332,2011-11-28,winter,2011,11,Not Holiday,1,Workingday,Clear Cloudy,20.642598,24.5061,74.3043,9.522174,253.0,3614,3867.0
332,333,2011-11-29,winter,2011,11,Not Holiday,2,Workingday,Mist Cloudy,18.791653,22.56875,83.08330000000001,17.292164,96.0,2818,2914.0
333,334,2011-11-30,winter,2011,11,Not Holiday,3,Workingday,Clear Cloudy,13.325000000000001,15.561050000000002,61.3333,18.167586,188.0,3425,3613.0
334,335,2011-12-01,winter,2011,12,Not Holiday,4,Workingday,Clear Cloudy,12.8125,15.2777,52.4583,14.750586,182.0,3545,3727.0
335,336,2011-12-02,winter,2011,12,Not Holiday,5,Workingday,Clear Cloudy,12.880847,16.571649999999998,62.583299999999994,6.750518,268.0,3672,3940.0
336,337,2011-12-03,winter,2011,12,Not Holiday,6,Weekend/Holiday,Clear Cloudy,12.265847,15.530199999999999,61.291700000000006,6.4174811,706.0,2908,3614.0
337,338,2011-12-04,winter,2011,12,Not Holiday,0,Weekend/Holiday,Clear Cloudy,13.564153,17.455000000000002,77.5833,5.6252061,634.0,2851,3485.0
338,339,2011-12-05,winter,2011,12,Not Holiday,1,Workingday,Mist Cloudy,15.819153,19.696250000000003,82.70830000000001,4.1679561000000005,233.0,3578,3811.0
339,340,2011-12-06,winter,2011,12,Not Holiday,2,Workingday,Light Rain/Snow,18.962500000000002,22.82,94.9583,15.583061,126.0,2468,2594.0
340,341,2011-12-07,winter,2011,12,Not Holiday,3,Workingday,Light Rain/Snow,16.81,20.0123,97.04169999999999,17.833725,50.0,655,705.0
341,342,2011-12-08,winter,2011,12,Not Holiday,4,Workingday,Clear Cloudy,10.899153,12.8469,57.99999999999999,16.083886,150.0,3172,3322.0
342,343,2011-12-09,winter,2011,12,Not Holiday,5,Workingday,Clear Cloudy,11.924153,15.877099999999999,69.58330000000001,5.5420189,261.0,3359,3620.0
343,344,2011-12-10,winter,2011,12,Not Holiday,6,Weekend/Holiday,Clear Cloudy,11.275,13.320599999999999,50.74999999999999,15.625807,502.0,2688,3190.0
344,345,2011-12-11,winter,2011,12,Not Holiday,0,Weekend/Holiday,Clear Cloudy,9.054153,12.6577,49.0,4.458293899999999,377.0,2366,2743.0
345,346,2011-12-12,winter,2011,12,Not Holiday,1,Workingday,Clear Cloudy,9.771652999999999,13.5098,67.08330000000001,4.251150000000001,143.0,3167,3310.0
346,347,2011-12-13,winter,2011,12,Not Holiday,2,Workingday,Clear Cloudy,11.5825,15.0569,59.0,9.41685,155.0,3368,3523.0
347,348,2011-12-14,winter,2011,12,Not Holiday,3,Workingday,Mist Cloudy,13.0175,16.9181,66.375,4.0842061,178.0,3562,3740.0
348,349,2011-12-15,winter,2011,12,Not Holiday,4,Workingday,Mist Cloudy,17.322499999999998,20.61185,63.416700000000006,17.958814,181.0,3528,3709.0
349,350,2011-12-16,winter,2011,12,Not Holiday,5,Workingday,Mist Cloudy,15.375,17.99125,50.0417,17.458525,178.0,3399,3577.0
350,351,2011-12-17,winter,2011,12,Not Holiday,6,Weekend/Holiday,Mist Cloudy,10.591652999999999,12.46855,56.0833,16.292189,275.0,2464,2739.0
351,352,2011-12-18,winter,2011,12,Not Holiday,0,Weekend/Holiday,Clear Cloudy,9.771652999999999,12.27895,58.62500000000001,11.375193000000001,220.0,2211,2431.0
352,353,2011-12-19,winter,2011,12,Not Holiday,1,Workingday,Clear Cloudy,11.343347,14.04665,63.74999999999999,11.584031999999999,260.0,3143,3403.0
